被试ID:130123xx,,,,,,
1912,2833589,5132645,3779931,3234888,4676732,4513049
1913,2833063,5134101,3789398,3247106,4675084,4513049
1914,2829782,5134441,3798333,3260006,4670753,4507695
1915,2823720,5134223,3805646,3268614,4668097,4504628
1916,2818485,5133276,3816591,3276638,4664406,4499711
1917,2813426,5131941,3828867,3281881,4664406,4493723
1918,2807690,5131941,3835986,3285758,4660494,4485642
1919,2802755,5129976,3839400,3289148,4655844,4479655
1920,2802755,5125729,3840030,3289757,4650481,4473131
1921,2799199,5120851,3840030,3289319,4644995,4467582
1922,2792060,5115123,3841749,3289319,4636285,4462203
1923,2789405,5108935,3845018,3287343,4628142,4461059
1924,2787902,5102600,3851459,3284441,4616874,4461059
1925,2785122,5095368,3859110,3280125,4603712,4460255
1926,2778259,5084811,3865890,3273931,4591730,4460304
1927,2770970,5072094,3872161,3266737,4581274,4463809
1928,2765134,5059766,3878724,3261177,4581274,4467655
1929,2761803,5059766,3886302,3254617,4572171,4464491
1930,2754389,5044088,3891702,3247910,4567940,4461424
1931,2754389,5026736,3895141,3240253,4571753,4460085
1932,2752410,5008219,3895141,3231767,4579478,4457335
1933,2757219,4986814,3894995,3231767,4589615,4455314
1934,2754790,4963395,3891606,3227621,4596897,4450933
1935,2748002,4939223,3884704,3222720,4602900,4450933
1936,2750857,4916823,3878288,3221013,4614439,4447720
1937,2749028,4894787,3873469,3216526,4625140,4445311
1938,2745572,4877993,3867876,3213672,4625140,4446235
1939,2742667,4862461,3861556,3209137,4639681,4447452
1940,2733424,4862461,3854631,3206478,4681382,4449376
1941,2744244,4849865,3846446,3208112,4696709,4451030
1942,2744244,4842561,3838335,3214745,4708469,4452807
1943,2738484,4841590,3838335,3214745,4713291,4464296
1944,2721501,4843410,3828891,3220671,4718482,4466340
1945,2690818,4845861,3819060,3225524,4731842,4466340
1946,2663291,4850351,3810416,3226987,4747514,4466340
1947,2655426,4856248,3802619,3226256,4756838,4465756
1948,2667749,4860131,3792958,3225231,4760749,4464637
1949,2675514,4861781,3784483,3226719,4760749,4464661
1950,2677543,4864475,3774773,3227231,4764169,4468288
1951,2680148,4864475,3765935,3224402,4767318,4463834
1952,2691118,4866004,3753828,3218183,4767958,4462860
1953,2691118,4878163,3744796,3207137,4768991,4449448
1954,2697381,4932307,3744796,3207137,4776052,4445992
1955,2710506,4989168,3734045,3198748,4782523,4442560
1956,2733098,5048190,3725861,3190359,4787664,4442560
1957,2753036,5114492,3724578,3181190,4796718,4446162
1958,2766987,5168878,3733246,3173264,4806264,4442049
1959,2773475,5190380,3746976,3168874,4813841,4448913
1960,2777257,5199627,3757000,3166265,4813841,4470333
1961,2779186,5197661,3759978,3167558,4819943,4496060
1962,2781165,5197661,3760535,3171362,4825110,4501269
1963,2790432,5192128,3765402,3176556,4831506,4495549
1964,2790432,5193948,3785815,3183580,4837608,4489561
1965,2798598,5194361,3785815,3183580,4841544,4472815
1966,2804959,5185672,3799399,3190408,4843487,4476003
1967,2817082,5172252,3786129,3197748,4843758,4476003
1968,2832763,5158807,3779858,3205381,4844963,4489293
1969,2849269,5147862,3780705,3215794,4844669,4515483
1970,2862869,5141382,3773369,3229280,4844669,4537828
1971,2867378,5136771,3754724,3243204,4844570,4571053
1972,2864472,5133446,3736176,3255275,4841790,4597705
1973,2862519,5133446,3725619,3262884,4839084,4625915
1974,2861742,5130388,3722762,3268932,4835246,4655002
1975,2861742,5128301,3726200,3268932,4831063,4684600
1976,2861016,5127112,3731188,3278223,4823191,4711179
1977,2862544,5125971,3731188,3287904,4814358,4725491
1978,2861993,5123035,3734626,3297976,4803927,4725491
1979,2861091,5119831,3738767,3308438,4790395,4742846
1980,2861993,5117259,3745474,3319094,4772756,4764460
1981,2862519,5114298,3750777,3326922,4772756,4785928
1982,2861867,5111094,3757097,3331848,4754131,4803648
1983,2859012,5112769,3761625,3334994,4733293,4819225
1984,2855305,5112769,3766468,3337189,4710388,4832077
1985,2853001,5114250,3772570,3339115,4686917,4841764
1986,2853001,5115536,3778091,3339115,4660888,4853375
1987,2852174,5117356,3784144,3339750,4633776,4863890
1988,2851198,5120389,3784144,3339579,4604770,4874454
1989,2852801,5122355,3790900,3338603,4572811,4874454
1990,2861542,5123763,3800609,3335458,4539992,4887451
1991,2885663,5126020,3807873,3331141,4507959,4899256
1992,2895331,5127330,3812668,3325483,4507959,4911378
1993,2904448,5127185,3816663,3319241,4477255,4922891
1994,2911261,5126408,3820852,3312266,4449380,4935450
1995,2917298,5126408,3824630,3304560,4428468,4948570
1996,2917298,5126359,3825865,3304560,4416610,4959887
1997,2928018,5125340,3828238,3296610,4414199,4967628
1998,2944600,5123302,3833008,3287953,4420768,4974833
1999,2953116,5119807,3833008,3278711,4429034,4981015
2000,2965865,5116822,3838286,3269688,4439244,4981015
2001,2978539,5112502,3843322,3259933,4449823,4981551
2002,2982071,5108813,3847464,3244155,4449823,4979409
2003,2967693,5104372,3851289,3234547,4459049,4977534
2004,2979190,5098960,3854316,3224573,4465815,4975246
2005,2984901,5094543,3855890,3215062,4466037,4972812
2006,2979115,5094543,3856834,3206478,4460820,4966995
2007,2979115,5089641,3856229,3206478,4452382,4961543
2008,2985652,5083355,3854824,3201821,4448470,4953048
2009,2999353,5076560,3853759,3201893,4496839,4946062
2010,3028484,5073259,3853759,3203918,4545576,4946062
2011,3037576,5073114,3854243,3212502,4588286,4939053
2012,3048948,5072629,3852694,3224183,4624698,4932846
2013,3066831,5077797,3848892,3231742,4624698,4924010
2014,3099794,5086364,3850950,3237083,4648882,4915540
2015,3142500,5094009,3854049,3234644,4661282,4906851
2016,3169151,5099348,3855890,3233450,4660519,4899451
2017,3195425,5099348,3860248,3229109,4663201,4893123
2018,3195425,5106119,3864243,3229109,4660371,4891321
2019,3229114,5112769,3866568,3217964,4659510,4890859
2020,3236303,5116336,3871920,3207624,4668613,4890445
2021,3231218,5118763,3871920,3203186,4676191,4890445
2022,3215714,5119564,3878482,3207332,4682415,4894339
2023,3202464,5129757,3888022,3211526,4683326,4895483
2024,3194073,5123714,3895673,3205674,4683326,4893487
2025,3189214,5118860,3898530,3191066,4681406,4885723
2026,3192871,5115390,3896133,3171069,4680521,4866470
2027,3189765,5111896,3890177,3155048,4681726,4854470
2028,3186759,5111896,3877609,3155048,4685293,4864498
2029,3186759,5108546,3873276,3148609,4685933,4862989
2030,3185657,5103862,3875164,3150877,4685195,4859411
2031,3190015,5096849,3876738,3156876,4683842,4845975
2032,3211831,5090150,3876738,3167314,4683080,4845975
2033,3232245,5084641,3865139,3181848,4683768,4828913
2034,3251932,5086025,3846107,3193871,4683768,4815380
2035,3261401,5094689,3830925,3199114,4684457,4802577
2036,3268389,5105197,3816203,3203503,4684826,4784443
2037,3275402,5113885,3804799,3208210,4685146,4760566
2038,3278683,5117817,3795912,3212745,4685318,4736687
2039,3289779,5116361,3789181,3212745,4685859,4719869
2040,3289779,5116361,3781674,3216501,4684088,4716753
2041,3289779,5116482,3776589,3218867,4682661,4720282
2042,3287876,5115147,3772787,3221110,4683571,4714295
2043,3280086,5115487,3769567,3226914,4683375,4714295
2044,3275127,5115390,3769567,3234840,4682809,4699496
2045,3273072,5115099,3771044,3244887,4682809,4688129
2046,3268289,5114613,3778066,3252081,4682071,4681411
2047,3261150,5113570,3783587,3261567,4680029,4678466
2048,3249954,5113861,3786057,3267956,4677790,4675545
2049,3232897,5110900,3789181,3276101,4675355,4669460
2050,3211406,5106459,3796759,3276101,4673903,4660989
2051,3211406,5106459,3806590,3280271,4672131,4652884
2052,3180723,5102260,3814750,3282856,4668465,4650158
2053,3153747,5097819,3817947,3287221,4663865,4646531
2054,3125843,5093815,3819739,3287343,4655599,4646531
2055,3096237,5091388,3819739,3286978,4646520,4645338
2056,3065704,5089374,3820320,3285270,4646520,4645387
2057,3041859,5086583,3823007,3282856,4636827,4645484
2058,3008346,5077822,3827414,3278028,4627010,4641176
2059,2985878,5065275,3832257,3273297,4617957,4639668
2060,2963561,5049743,3839376,3273297,4613528,4636795
2061,2951563,5029163,3846664,3268273,4609936,4631051
2062,2951563,5029163,3854631,3263274,4608829,4623992
2063,2933904,5007515,3860757,3258348,4609420,4618151
2064,2913791,4986838,3863566,3252934,4613011,4618151
2065,2899890,4963443,3865091,3247642,4614758,4609729
2066,2895006,4942597,3865091,3243033,4614758,4603352
2067,2883684,4920391,3863638,3237376,4612618,4598094
2068,2871962,4900272,3862888,3230767,4610280,4594443
2069,2837847,4880929,3861071,3222037,4609001,4593884
2070,2813125,4863505,3859207,3216404,4612790,4593640
2071,2825498,4848579,3855575,3216404,4619334,4598703
2072,2815855,4838969,3850248,3208722,4632669,4605177
2073,2815855,4838969,3845987,3206869,4675157,4608756
2074,2790457,4834722,3840950,3208673,4687213,4610581
2075,2741539,4830329,3834436,3210892,4704238,4610581
2076,2703943,4830135,3827632,3211648,4720401,4610800
2077,2701037,4833508,3827632,3211868,4720401,4610143
2078,2712759,4842366,3820828,3208551,4742150,4611530
2079,2724482,4849501,3814145,3205015,4765375,4601551
2080,2736931,4850060,3804992,3206625,4781268,4596926
2081,2733649,4852147,3795476,3206625,4792019,4587531
2082,2726686,4853506,3786033,3214940,4790863,4572513
2083,2726110,4857364,3775088,3220110,4787123,4568545
2084,2726110,4857364,3766008,3218574,4784934,4560927
2085,2740688,4856685,3757920,3211916,4785179,4563677
2086,2764458,4868480,3750607,3204918,4788870,4563677
2087,2774752,4921628,3746612,3197724,4797752,4569543
2088,2769042,4974971,3746612,3196285,4797752,4574192
2089,2760676,5056635,3748864,3190408,4806018,4578598
2090,2757870,5138955,3753780,3184018,4810323,4580837
2091,2761202,5195452,3757823,3176361,4810200,4576553
2092,2769893,5217998,3760923,3176361,4810028,4490413
2093,2778008,5220717,3760947,3173020,4813718,4511686
2094,2785798,5220838,3761552,3175557,4822379,4583904
2095,2785798,5220838,3761625,3179751,4831998,4568862
2096,2793087,5222027,3767993,3185848,4841888,4534177
2097,2802430,5216930,3775790,3193456,4849220,4534177
2098,2815780,5201034,3771868,3201186,4849220,4528773
2099,2826451,5178804,3771868,3209161,4851926,4549657
2100,2836470,5158491,3771093,3218964,4851213,4575750
2101,2847515,5144828,3782788,3230889,4853673,4599920
2102,2856207,5139392,3786371,3243228,4850573,4627327
2103,2860014,5140120,3775282,3243228,4850401,4662231
2104,2863571,5139926,3754022,3255446,4847646,4701370
2105,2867453,5138712,3733028,3265445,4841249,4737953
2106,2867453,5138712,3722447,3271931,4834606,4764971
2107,2871987,5133980,3722907,3279564,4825749,4780719
2108,2877823,5130679,3727483,3289587,4812242,4780719
2109,2872613,5129441,3733101,3302146,4812242,4794106
2110,2869307,5127767,3742229,3312217,4796743,4814650
2111,2869808,5126432,3742229,3320460,4782350,4837529
2112,2864172,5125656,3751310,3327142,4764784,4856734
2113,2858286,5127087,3756080,3327142,4746578,4877326
2114,2852950,5128859,3757290,3331166,4726429,4889666
2115,2846538,5130922,3762594,3333970,4704852,4897163
2116,2840978,5133834,3767557,3337555,4681382,4902956
2117,2840978,5133834,3773998,3341115,4656435,4904660
2118,2834716,5133932,3779786,3344773,4628733,4905390
2119,2825398,5133106,3786904,3346334,4599111,4905390
2120,2817984,5135145,3796251,3345943,4599111,4907995
2121,2811472,5138518,3809544,3343188,4565283,4910161
2122,2808065,5141139,3809544,3338945,4530200,4913909
2123,2807564,5143542,3822693,3332873,4496519,4918388
2124,2815780,5145920,3832209,3332873,4466332,4920481
2125,2816682,5148201,3837996,3326459,4437916,4920870
2126,2813902,5150167,3839642,3318850,4420768,4922501
2127,2804985,5149682,3840030,3311217,4416118,4919799
2128,2804985,5149682,3840466,3302829,4417471,4917633
2129,2806062,5147983,3843105,3293294,4420645,4917633
2130,2812449,5144949,3848843,3284027,4420645,4916100
2131,2823394,5141649,3853323,3271175,4426525,4912765
2132,2836820,5138154,3854679,3256714,4435333,4913130
2133,2844309,5132960,3854679,3243618,4445493,4913227
2134,2857008,5127185,3856544,3231987,4448199,4915929
2135,2907003,5122986,3858481,3231987,4445026,4919386
2136,2945201,5120292,3859038,3222549,4437768,4920700
2137,2969347,5116191,3857052,3219793,4429723,4918753
2138,2986003,5109663,3854558,3219257,4431593,4914639
2139,2986003,5109663,3852209,3218452,4470440,4911183
2140,3008371,5104202,3850297,3219135,4525181,4911183
2141,3038152,5100877,3848311,3220281,4525181,4909017
2142,3045366,5100222,3845987,3220306,4576920,4909041
2143,3050651,5100659,3842306,3218647,4635671,4904124
2144,3079681,5101023,3842306,3218940,4680668,4901130
2145,3107459,5099106,3838698,3218940,4697103,4897771
2146,3137090,5100416,3834485,3217403,4695553,4894607
2147,3154523,5102625,3828988,3213453,4686573,4895508
2148,3206271,5099106,3823685,3205405,4676461,4894437
2149,3233548,5092359,3820876,3193773,4665956,4896554
2150,3233548,5092359,3819133,3184457,4665070,4896993
2151,3228463,5087117,3820465,3181604,4680742,4896993
2152,3216215,5089981,3823928,3186018,4680742,4896968
2153,3229590,5101241,3825792,3190847,4694150,4894729
2154,3230291,5118593,3824969,3186969,4700645,4890226
2155,3214336,5117404,3824969,3174362,4698062,4883435
2156,3191418,5120535,3827197,3174362,4694052,4876084
2157,3170728,5126068,3831555,3158632,4691272,4872409
2158,3144855,5127112,3832693,3140782,4693068,4879224
2159,3118505,5122549,3836422,3122541,4694790,4877277
2160,3088848,5117040,3842209,3116493,4694839,4857780
2161,3088848,5117040,3849957,3126930,4692551,4824751
2162,3062974,5110172,3853130,3144781,4692551,4824751
2163,3042285,5098596,3838431,3158949,4689943,4783299
2164,3025202,5086607,3818552,3170436,4687532,4750951
2165,3008395,5081123,3800222,3179653,4684654,4736249
2166,2991188,5086826,3782473,3188823,4680324,4721110
2167,2973855,5099882,3782473,3188823,4677495,4709159
2168,2955245,5111143,3770584,3197455,4674936,4693119
2169,2932326,5114783,3757073,3207502,4673165,4680267
2170,2912113,5115608,3747048,3217745,4672328,4677663
2171,2892425,5113958,3741770,3224988,4671467,4686084
2172,2892425,5113958,3741333,3231255,4668785,4686400
2173,2877923,5112647,3743658,3236864,4668785,4686400
2174,2866075,5110124,3747218,3247081,4666128,4671578
2175,2855280,5110536,3749009,3257811,4663422,4660697
2176,2842806,5115050,3756322,3268907,4663176,4651497
2177,2829406,5116409,3763780,3268907,4663890,4647554
2178,2815505,5115706,3763780,3279344,4661577,4643075
2179,2799700,5115948,3770245,3287002,4660347,4638450
2180,2791008,5114104,3777969,3292489,4657321,4634848
2181,2787176,5111216,3790125,3297147,4653802,4629907
2182,2782993,5109371,3806615,3299268,4649251,4625209
2183,2782993,5109371,3817922,3299610,4643174,4625209
2184,2782692,5105609,3821797,3300268,4643174,4624820
2185,2781866,5102042,3821312,3299512,4637122,4622556
2186,2789029,5098960,3822063,3297976,4629913,4619708
2187,2785648,5094082,3825550,3295805,4622410,4614305
2188,2765610,5088015,3830780,3295805,4613086,4612942
2189,2777482,5080783,3830780,3292465,4605631,4608317
2190,2773926,5068066,3837245,3288587,4600120,4602597
2191,2771997,5058043,3844073,3283929,4594904,4596074
2192,2761051,5041686,3853493,3280174,4592272,4593469
2193,2755892,5024382,3861386,3275784,4591533,4589381
2194,2755892,5024382,3867851,3271736,4591533,4589381
2195,2755215,5005380,3870685,3267444,4592985,4583734
2196,2750181,4985795,3870345,3261884,4599037,4578184
2197,2747125,4964026,3865624,3258007,4610453,4573024
2198,2746374,4941334,3858989,3258007,4625165,4567206
2199,2747776,4916046,3855454,3254715,4640984,4561438
2200,2747225,4890419,3855454,3250374,4658748,4556156
2201,2745372,4867072,3853226,3248106,4676461,4552821
2202,2746749,4847147,3850829,3246667,4695971,4550217
2203,2746273,4832586,3846495,3244057,4741682,4547467
2204,2710881,4820549,3842548,3241180,4754304,4545252
2205,2710881,4820549,3837318,3237839,4754304,4545252
2206,2676065,4809773,3832402,3237668,4765030,4541966
2207,2653722,4805235,3826107,3236986,4766555,4535224
2208,2640773,4805308,3817825,3237790,4773543,4524514
2209,2641024,4809385,3809932,3237790,4788821,4512831
2210,2639696,4815331,3798672,3237351,4803902,4502827
2211,2635388,4824359,3798672,3237157,4807666,4475979
2212,2640497,4833217,3789810,3232620,4818418,4426179
2213,2650241,4833994,3780705,3223720,4822157,4344250
2214,2671732,4839940,3771577,3217696,4820853,4299780
2215,2699209,4842731,3763731,3212648,4815490,4314166
2216,2699209,4842731,3752738,3209819,4815490,4314166
2217,2716442,4890054,3739082,3205747,4809561,4336607
2218,2730118,4948445,3726030,3200162,4809290,4373263
2219,2736255,5012418,3714069,3195309,4811406,4403372
2220,2741213,5077215,3707507,3195309,4816646,4433968
2221,2750932,5142620,3716224,3188969,4822009,4465245
2222,2761953,5184216,3716224,3178483,4822477,4514364
2223,2774251,5193851,3731285,3168728,4824642,4546882
2224,2784045,5193220,3749809,3166070,4828923,4585827
2225,2793137,5207126,3766589,3169582,4836353,4573316
2226,2801929,5224429,3781020,3175020,4836353,4556278
2227,2801929,5224429,3794992,3182702,4844816,4556278
2228,2808842,5229963,3806396,3189262,4850376,4573121
