被试ID:130123xx,,,,,,
被试姓名:Test,,,,,,
被试性别:男,,,,,,
被试生日:2026/4/15,,,,,,
设备ID:,,,,,,
采样率:100,,,,,,
数据单位:,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Index,1,2,3,4,5,6
5024,3621033,5138178,3656803,2954641,4891930,4749637
5025,3622987,5137232,3656415,2954738,4892053,4749125
5026,3623437,5137693,3655738,2954738,4893431,4749125
5027,3623437,5137693,3655277,2955129,4893578,4747933
5028,3621834,5137159,3654842,2954909,4894218,4749053
5029,3622962,5136649,3653994,2955007,4894562,4750537
5030,3623863,5136407,3653994,2955373,4893701,4750002
5031,3623488,5136188,3653219,2955860,4893972,4749783
5032,3623738,5135703,3652735,2956055,4893849,4751413
5033,3626117,5135849,3652492,2956031,4894193,4751681
5034,3627445,5135096,3652323,2956251,4894168,4752363
5035,3626543,5135679,3652396,2956933,4894168,4753872
5036,3628472,5135363,3652347,2957689,4893873,4754188
5037,3630100,5134077,3652735,2957689,4893504,4754188
5038,3630100,5134077,3652492,2958226,4893012,4753118
5039,3629274,5134853,3652517,2959665,4892225,4753872
5040,3630376,5134125,3652759,2960543,4892102,4754602
5041,3632429,5134441,3652759,2961543,4891044,4753701
5042,3633456,5135096,3652323,2962810,4890527,4754164
5043,3633006,5134344,3651863,2964103,4889150,4757328
5044,3635210,5134320,3651476,2965468,4889494,4757693
5045,3636587,5134271,3651137,2966883,4889494,4757328
5046,3636587,5134708,3650338,2967858,4888682,4758180
5047,3638190,5134853,3650725,2967858,4888116,4757888
5048,3641572,5134635,3650676,2968200,4888215,4757888
5049,3641572,5134635,3650555,2968249,4887969,4756379
5050,3642599,5135388,3650991,2968322,4887452,4755965
5051,3644703,5136479,3650870,2968541,4887378,4757426
5052,3647433,5136382,3650870,2969151,4887206,4756914
5053,3649662,5136771,3651137,2969590,4886936,4757206
5054,3649512,5137620,3651330,2969614,4886714,4759105
5055,3652543,5137814,3651887,2969200,4885558,4760298
5056,3655022,5138567,3652323,2969053,4885558,4759811
5057,3654446,5139101,3652009,2968980,4885459,4761491
5058,3656024,5138833,3651912,2968980,4884524,4761491
5059,3658354,5139368,3651670,2969468,4884057,4762658
5060,3658354,5139368,3651282,2970150,4883664,4762537
5061,3658554,5139853,3651572,2971614,4882778,4763851
5062,3659130,5139416,3651572,2972736,4882138,4766066
5063,3661535,5139974,3651500,2973760,4880908,4767624
5064,3662386,5140581,3651500,2974955,4880687,4768476
5065,3660583,5140557,3651670,2975540,4880047,4770618
5066,3662161,5140436,3651597,2975808,4879825,4772833
5067,3663739,5140338,3651742,2976125,4879825,4773660
5068,3664014,5139829,3652420,2976125,4879604,4775657
5069,3663338,5140168,3653050,2976491,4879382,4775657
5070,3665743,5139003,3652783,2977271,4879432,4777823
5071,3665743,5139003,3653001,2977881,4878841,4777458
5072,3665167,5139101,3652856,2977833,4878571,4777628
5073,3664766,5139270,3653001,2977784,4878546,4778918
5074,3665868,5138518,3653001,2978271,4878497,4779551
5075,3666594,5137936,3653001,2978125,4878497,4778358
5076,3665116,5137790,3653509,2978417,4878448,4779867
5077,3665116,5137062,3654503,2978003,4878448,4780525
5078,3667321,5136795,3655519,2976784,4878349,4779891
5079,3666218,5136649,3656173,2976784,4878275,4780743
5080,3665467,5136286,3656924,2975540,4877316,4780743
5081,3667321,5135970,3657238,2974174,4877095,4782204
5082,3667321,5135970,3657069,2973004,4876996,4782861
5083,3666845,5136286,3657820,2972248,4876897,4783397
5084,3664691,5135339,3658183,2971565,4876947,4786366
5085,3664265,5135606,3658546,2971297,4876430,4788362
5086,3664440,5135436,3658546,2971028,4876184,4788776
5087,3662136,5135363,3658449,2970565,4875914,4790650
5088,3661735,5135266,3658716,2970931,4875914,4792938
5089,3662436,5134878,3659176,2971467,4876037,4793279
5090,3662436,5134101,3659708,2971467,4876627,4794691
5091,3660358,5134053,3659999,2972321,4877415,4794691
5092,3661861,5134538,3660604,2972809,4877586,4797246
5093,3661861,5134538,3661016,2973711,4878325,4798390
5094,3662311,5134586,3661597,2975174,4878816,4799218
5095,3661785,5134174,3662469,2977027,4878792,4801116
5096,3662336,5133858,3663316,2978783,4878866,4802893
5097,3665267,5134004,3663316,2981222,4878891,4802698
5098,3665943,5133616,3663994,2983734,4879555,4804987
5099,3666920,5134053,3664479,2986099,4879555,4806642
5100,3670151,5134344,3664624,2986099,4879407,4806252
5101,3672055,5134101,3664793,2988587,4879333,4806252
5102,3672080,5134684,3664890,2990343,4878940,4806203
5103,3672080,5133737,3665786,2992440,4878423,4807785
5104,3673783,5134101,3666633,2994268,4878521,4809100
5105,3675712,5134101,3666924,2996293,4878103,4807591
5106,3674359,5133665,3666658,2997927,4877709,4807761
5107,3674084,5133665,3666271,2999536,4877365,4807567
5108,3675687,5134174,3666271,3001316,4876922,4805765
5109,3677565,5133932,3666174,3003316,4875471,4804621
5110,3678341,5133203,3666246,3005633,4875471,4805595
5111,3679920,5133276,3665786,3005633,4875889,4805619
5112,3683001,5133397,3665835,3007437,4875815,4805619
5113,3683426,5133834,3665326,3008071,4875864,4804500
5114,3683426,5132888,3664745,3008851,4875373,4805911
5115,3683326,5132912,3664793,3009437,4874511,4804987
5116,3685831,5132912,3664406,3010583,4874684,4803842
5117,3687058,5133665,3664309,3012120,4873970,4802650
5118,3686582,5133543,3664479,3013461,4873208,4801895
5119,3688636,5133616,3664479,3014607,4872986,4797928
5120,3690715,5133834,3664769,3016021,4872986,4793498
5121,3690389,5134514,3664939,3016972,4872248,4789774
5122,3691717,5134514,3664672,3016972,4872396,4785052
5123,3694672,5135145,3664842,3018313,4871707,4785052
5124,3695098,5135776,3665592,3019777,4871165,4779745
5125,3695098,5135946,3666246,3020825,4870550,4776606
5126,3694572,5135169,3666948,3021898,4869468,4774658
5127,3697002,5135169,3668038,3022776,4867721,4772322
5128,3697628,5135994,3669200,3022606,4867155,4769620
5129,3697177,5135630,3670266,3021898,4867082,4768987
5130,3697228,5136407,3670266,3020996,4866811,4767648
5131,3700308,5136286,3671089,3019874,4866811,4766212
5132,3699632,5135824,3671937,3019874,4865704,4765531
5133,3699357,5136043,3672348,3019265,4864744,4766115
5134,3701436,5136334,3672881,3018338,4864129,4766115
5135,3701436,5136649,3673317,3016728,4863489,4765287
5136,3701436,5136237,3674503,3015046,4863686,4765653
5137,3700459,5135921,3674697,3013558,4863096,4767916
5138,3700308,5135921,3675520,3011461,4863563,4768914
5139,3701485,5136091,3675738,3009510,4863858,4769060
5140,3700058,5134853,3676343,3007705,4863735,4771932
5141,3699958,5135630,3676973,3006121,4864276,4773539
5142,3700809,5135679,3676973,3004950,4864276,4774123
5143,3700233,5135363,3677917,3004950,4864399,4775121
5144,3699156,5135218,3678861,3003706,4865138,4777506
5145,3699357,5135048,3679394,3002316,4865654,4777506
5146,3700183,5134830,3679394,3000902,4866417,4777896
5147,3700183,5135096,3679951,3000170,4866564,4778309
5148,3698530,5134830,3679927,2999536,4866761,4780403
5149,3697528,5134830,3680217,2999536,4867032,4782179
5150,3698355,5134417,3681549,3000731,4867598,4781522
5151,3697904,5134878,3681719,3001170,4868287,4781985
5152,3695524,5133907,3682760,3001536,4868287,4782253
5153,3695524,5134393,3682760,3001536,4869025,4781401
5154,3698379,5133373,3683002,3001487,4869295,4780743
5155,3698605,5133519,3683414,3001048,4869689,4780743
5156,3699181,5133349,3684068,3000487,4870107,4781717
5157,3700709,5132937,3684455,2999658,4870354,4781669
5158,3700709,5132621,3684165,2999585,4870206,4780451
5159,3701911,5132499,3683874,2999463,4870304,4779624
5160,3701085,5132499,3683729,2999365,4870427,4780013
5161,3701962,5132597,3683995,2999609,4870944,4777823
5162,3704166,5133179,3683535,2999292,4871018,4776630
5163,3703640,5132330,3683414,2999073,4871018,4776752
5164,3704316,5132645,3683414,2999073,4871387,4776630
5165,3706094,5132475,3682590,2999122,4871657,4775145
5166,3706771,5132281,3682445,2999268,4872346,4775145
5167,3705794,5132136,3682058,2998805,4872912,4774999
5168,3706570,5132257,3681598,2998463,4872789,4775194
5169,3706570,5131966,3681888,2998170,4872961,4774026
5170,3708423,5132184,3681574,2997707,4872543,4773174
5171,3707747,5132184,3680121,2996878,4871682,4772760
5172,3708975,5132597,3679176,2996927,4871214,4771738
5173,3711629,5133106,3678450,2996146,4870821,4768671
5174,3710503,5132912,3677409,2996049,4870821,4766529
5175,3710903,5133422,3677409,2996049,4870206,4765799
5176,3712181,5132718,3677046,2996317,4869738,4763876
5177,3712832,5132839,3676997,2996146,4869001,4763876
5178,3711455,5133640,3676537,2996024,4868164,4761807
5179,3712807,5133907,3676053,2995122,4867106,4761345
5180,3712807,5133446,3675762,2994268,4866195,4759446
5181,3713483,5133689,3675593,2993220,4865408,4756768
5182,3710703,5133689,3675544,2992610,4864597,4756062
5183,3707497,5133834,3675762,2992001,4864572,4755381
5184,3706119,5134538,3675690,2991367,4864572,4753166
5185,3703189,5134490,3674915,2991367,4863120,4751389
5186,3699206,5134611,3674915,2991610,4862186,4751633
5187,3693045,5134417,3674430,2991757,4861374,4750294
5188,3687609,5134684,3673970,2992220,4860119,4750294
5189,3678993,5135048,3673172,2992830,4859430,4748493
5190,3673984,5135023,3673099,2992781,4857856,4747957
5191,3673984,5135266,3672276,2992391,4856551,4746497
5192,3668674,5138275,3672469,2991538,4855149,4743698
5193,3662837,5138275,3672058,2990806,4854214,4742359
5194,3657126,5140945,3671912,2989318,4853230,4742213
5195,3652443,5140945,3672276,2989050,4853230,4739828
5196,3646982,5138688,3672179,2989050,4852812,4738318
5197,3638391,5138154,3672179,2989343,4852295,4737685
5198,3633757,5138033,3671573,2989586,4851901,4737685
5199,3630927,5138397,3671525,2989635,4851483,4736152
5200,3624239,5139076,3671646,2989928,4850524,4733158
5201,3620181,5139246,3671840,2990147,4851287,4730651
5202,3620181,5138324,3672033,2990147,4851237,4728460
5203,3618854,5138542,3672372,2989928,4851557,4723933
5204,3614671,5138542,3672736,2989928,4851631,4721621
5205,3610713,5137475,3673704,2989879,4851926,4720355
5206,3609611,5137499,3674309,2989928,4851926,4718506
5207,3610363,5136431,3675060,2989928,4851976,4717946
5208,3606931,5135994,3675060,2990318,4850967,4718627
5209,3606556,5135654,3675084,2990586,4850770,4718627
5210,3607232,5134247,3674770,2990562,4850475,4722108
5211,3603049,5133252,3673995,2990025,4850376,4721645
5212,3601295,5132767,3673438,2989343,4849761,4722716
5213,3601295,5131141,3673874,2988172,4848974,4724858
5214,3601295,5131529,3673728,2987587,4848408,4723957
5215,3599517,5131529,3672397,2987294,4847694,4723519
5216,3594182,5130291,3671573,2986416,4847694,4725296
5217,3589774,5129515,3670581,2986416,4846145,4725564
5218,3587695,5129708,3669733,2985026,4845579,4726416
5219,3579729,5128520,3669733,2983783,4844250,4729410
5220,3571489,5128689,3668983,2981686,4843143,4729410
5221,3562722,5128277,3668983,2980198,4841913,4730822
5222,3551676,5126942,3669249,2978491,4840904,4731382
5223,3537524,5126724,3670048,2977320,4839576,4733353
5224,3537524,5126238,3669806,2975296,4838567,4737126
5225,3526904,5126650,3670193,2973296,4837509,4739779
5226,3514881,5126650,3670799,2970931,4836328,4742091
5227,3499352,5126117,3670968,2968151,4836328,4750440
5228,3487429,5125898,3669927,2968151,4835246,4753896
5229,3478763,5126311,3669128,2965029,4834114,4756939
5230,3466489,5125874,3668329,2962469,4831654,4765871
5231,3452513,5126214,3668329,2960274,4826069,4765871
5232,3441267,5126092,3667796,2957641,4818590,4772444
5233,3429470,5125073,3667336,2954519,4812144,4776143
5234,3426564,5125243,3667554,2951178,4805452,4782228
5235,3426564,5124976,3667723,2948252,4798588,4789311
5236,3437084,5124296,3667651,2946764,4793003,4793255
5237,3448406,5124296,3666924,2946252,4786902,4799266
5238,3468819,5125194,3665956,2946252,4786902,4809075
5239,3480817,5124661,3665156,2945203,4781661,4818958
5240,3501055,5125024,3664866,2944374,4777159,4831055
5241,3514581,5124903,3664721,2942716,4772706,4843639
5242,3520592,5125000,3664721,2942643,4769483,4843639
5243,3528207,5124806,3664866,2945057,4766580,4854689
5244,3537800,5124321,3664430,2948203,4765129,4863573
5245,3544938,5124685,3663438,2951812,4763702,4871727
5246,3544938,5124563,3662541,2955421,4762644,4881025
5247,3558139,5123835,3662130,2958835,4761192,4890202
5248,3558715,5123835,3661791,2962688,4761192,4899743
5249,3552302,5123617,3661839,2962688,4758338,4911670
5250,3548595,5122549,3661549,2966078,4755657,4922038
5251,3549247,5122428,3661355,2968761,4752311,4932091
5252,3541282,5121894,3660532,2971931,4750662,4932091
5253,3534143,5121700,3660532,2974955,4749801,4945527
5254,3531588,5122258,3659805,2976637,4748301,4957770
5255,3531188,5122598,3659563,2977515,4747144,4968894
5256,3532815,5122331,3659442,2978856,4745373,4981648
5257,3532815,5122282,3659200,2980124,4742371,4993015
5258,3538251,5122112,3659733,2982295,4740453,5002873
5259,3547093,5122112,3659733,2985026,4740453,5010126
5260,3558690,5120899,3659733,2985026,4737893,5020519
5261,3569510,5119395,3659757,2988684,4737180,5032592
5262,3578427,5119516,3659950,2993025,4736417,5040697
5263,3585115,5120996,3659902,2998024,4736688,5040697
5264,3594232,5121603,3659902,3002975,4736713,5047975
5265,3599417,5122379,3660096,3006437,4735827,5049387
5266,3606956,5121991,3660217,3009486,4735630,5047731
5267,3610888,5121845,3660508,3011949,4735040,5042693
5268,3610888,5122015,3661016,3014680,4734252,5034150
5269,3620983,5120947,3660846,3017923,4733096,5024414
5270,3626218,5120947,3660532,3017923,4733096,5016455
5271,3636262,5120705,3660314,3021069,4728446,5012706
5272,3636112,5119516,3659878,3025337,4723231,5009201
5273,3635611,5119055,3659781,3030482,4720008,5004284
5274,3639167,5118521,3659950,3037603,4718015,5004284
5275,3637740,5117404,3659950,3044309,4717277,5000585
5276,3645279,5116652,3660048,3050016,4716908,4996471
5277,3659456,5116336,3659975,3055137,4719098,4991968
5278,3672005,5116773,3660096,3061209,4722074,4986832
5279,3672005,5116312,3660241,3068940,4726970,4983327
5280,3683551,5116142,3659636,3077450,4726970,4981526
5281,3695599,5116142,3657529,3077450,4734474,4982037
5282,3698655,5115706,3656682,3087425,4741609,4983279
5283,3697052,5116167,3656488,3098984,4748867,4985104
5284,3704842,5114080,3656488,3109397,4752778,4987709
5285,3711504,5114055,3657142,3119370,4755214,4987709
5286,3707722,5114250,3657142,3129954,4756690,4991822
5287,3709125,5113473,3657360,3140318,4759101,4996033
5288,3713734,5111483,3657820,3147805,4757871,5002167
5289,3717967,5110536,3658159,3155048,4758904,5007668
5290,3717967,5108837,3658522,3167216,4762841,5013388
5291,3720622,5107551,3659224,3167216,4762841,5018962
5292,3722576,5107551,3659902,3185091,4765965,5026702
5293,3722425,5104590,3660580,3204942,4772903,5034685
5294,3712606,5101484,3661525,3224378,4778316,5040795
5295,3710478,5099615,3662033,3241741,4781661,5040795
5296,3710277,5095295,3662663,3259714,4785450,5047148
5297,3701335,5091728,3662663,3272980,4788944,5055058
5298,3699206,5086437,3663316,3281735,4792880,5062433
5299,3698705,5079763,3664188,3288246,4797112,5067861
5300,3697803,5071731,3666682,3297634,4801983,5070904
5301,3697803,5062605,3670774,3310632,4809093,5074360
5302,3694347,5052679,3676755,3310632,4809093,5077013
5303,3692118,5052679,3684044,3326069,4815957,5079423
5304,3691742,5044380,3692591,3340579,4822526,5082587
5305,3690364,5036589,3700194,3356576,4829046,5086919
5306,3690264,5030571,3704988,3371378,4833401,5086919
5307,3691692,5026227,3708306,3383547,4837091,5090083
5308,3690565,5022004,3710994,3396619,4840806,5093175
5309,3687885,5020353,3710994,3408641,4844816,5096948
5310,3678893,5017174,3712059,3423614,4848925,5100526
5311,3678266,5012709,3714553,3443659,4852443,5104493
5312,3678266,5008753,3717749,3462144,4852443,5107828
5313,3680922,5007613,3720728,3462144,4855543,5111333
5314,3680496,5007613,3726757,3482799,4857068,5115446
5315,3681973,5008438,3731987,3502455,4858150,5120801
5316,3684954,5010889,3736975,3524159,4858028,5126886
5317,3686708,5022125,3742520,3540375,4857290,5126886
5318,3689137,5037220,3747145,3554447,4856551,5132679
5319,3690665,5050690,3749566,3570444,4857068,5138010
5320,3684653,5066537,3749566,3587783,4858372,5144363
5321,3681122,5073114,3751721,3610120,4859824,5150131
5322,3684678,5086171,3756225,3632824,4861865,5154366
5323,3684678,5095514,3762375,3632824,4861865,5158601
5324,3684754,5105488,3770584,3647456,4863120,5162812
5325,3684653,5105488,3781625,3661429,4863243,5166950
5326,3685355,5116604,3793563,3674379,4863243,5170285
5327,3685080,5126894,3806034,3685499,4862579,5174033
5328,3684528,5138300,3821458,3695180,4863588,5174033
5329,3684478,5148856,3834969,3703618,4863711,5177271
5330,3685004,5158734,3842741,3712592,4865236,5180240
5331,3685605,5165384,3842741,3721542,4865581,5181433
5332,3686683,5170067,3852621,3732003,4864917,5182114
5333,3683426,5177275,3863178,3740758,4864892,5182236
5334,3683426,5183221,3875963,3740758,4864892,5181043
5335,3672105,5190284,3891872,3748025,4864474,5180556
5336,3671003,5190284,3908337,3750756,4863169,5179388
5337,3670827,5196690,3925747,3750439,4861570,5179266
5338,3668173,5202976,3945312,3749245,4859627,5178706
5339,3661184,5209795,3961317,3748488,4857461,5178706
5340,3655097,5216712,3975458,3748561,4855739,5178828
5341,3656500,5222027,3987129,3750561,4853943,5178512
5342,3649111,5224891,3987129,3752927,4852590,5178147
5343,3641271,5226031,3999309,3753951,4850844,5177100
5344,3639067,5229137,4011537,3753951,4850844,5176297
5345,3639067,5235496,4026428,3752902,4850032,5174447
5346,3634133,5245107,4044274,3749415,4848851,5172013
5347,3624790,5245107,4065292,3744392,4845874,5169336
5348,3613418,5259935,4081249,3741026,4843807,5167486
5349,3599242,5275030,4095317,3739100,4842061,5167486
5350,3586542,5285538,4107473,3739344,4841495,5165904
5351,3574971,5292964,4117860,3739441,4841716,5164930
5352,3561595,5298449,4128151,3737856,4841249,5163372
5353,3544663,5304517,4128151,3734856,4839526,5161693
5354,3530286,5309030,4141009,3731418,4837927,5159867
5355,3518639,5313180,4155392,3731418,4837927,5157579
5356,3518639,5321189,4172584,3729394,4836451,5155145
5357,3506716,5332086,4183383,3728126,4834606,5152565
5358,3498651,5332086,4190720,3727077,4833868,5147721
5359,3491813,5341454,4195684,3726638,4832023,5143389
5360,3494418,5347399,4199195,3725663,4830891,5143389
5361,3500529,5348953,4204086,3726614,4830301,5138472
5362,3504687,5348977,4209752,3729638,4829193,5133726
5363,3509997,5348685,4216314,3732930,4829341,5128273
5364,3515482,5346380,4216314,3735417,4829415,5121921
5365,3507543,5345312,4224329,3736247,4827545,5115276
5366,3496321,5346866,4231375,3736247,4827545,5108388
5367,3496321,5352957,4237356,3736295,4827299,5101865
5368,3491287,5356452,4240237,3737832,4826413,5092542
5369,3488782,5356452,4240286,3740124,4826118,5085191
5370,3477335,5359364,4237937,3743294,4827176,5076405
5371,3462582,5358369,4235201,3748903,4828578,5076405
5372,3450459,5354656,4235322,3751902,4828406,5067642
5373,3429445,5351282,4238325,3755560,4827299,5059780
5374,3396457,5349656,4240746,3758243,4825700,5052746
5375,3377346,5350288,4240746,3759975,4823166,5045176
5376,3395455,5352302,4243192,3759975,4823166,5040746
5377,3416545,5353903,4242611,3758658,4820410,5038215
5378,3416545,5353442,4239318,3755683,4816695,5033517
5379,3436057,5353224,4234160,3751244,4810717,5028625
5380,3449783,5353224,4227428,3745099,4807617,5021712
5381,3464586,5353563,4221666,3739148,4802967,5014191
5382,3473703,5355529,4217937,3734661,4799966,5014191
5383,3481092,5357689,4215200,3733027,4797161,5008471
5384,3490761,5359752,4211859,3731028,4793618,5005477
5385,3491412,5361864,4207646,3725785,4789141,5005964
5386,3483848,5364460,4207646,3719200,4783334,5007838
5387,3471424,5367907,4203142,3719200,4783334,5013242
5388,3462056,5370916,4198541,3710495,4776151,5025266
5389,3462056,5372687,4196023,3698058,4767737,5029160
5390,3451511,5373027,4193941,3682889,4760774,5031229
5391,3448230,5373027,4193723,3665941,4752680,5035878
5392,3452889,5371887,4194764,3649309,4744783,5035878
5393,3463134,5371352,4197161,3633751,4737033,5043497
5394,3474956,5373124,4202004,3618778,4731694,5051091
5395,3492238,5374920,4207791,3603731,4725494,5056616
5396,3513855,5376279,4212174,3588173,4719787,5057638
5397,3528232,5377978,4215298,3588173,4713488,5054158
5398,3540154,5380623,4215298,3572907,4713488,5046247
5399,3546942,5381279,4218058,3557056,4707313,5034199
5400,3546942,5381012,4222005,3540375,4702220,5017185
5401,3540906,5378755,4229244,3523256,4699243,5001047
5402,3530461,5378755,4236896,3507601,4695897,4983547
5403,3519615,5373901,4243652,3493700,4696635,4983547
5404,3512527,5367300,4251182,3481507,4699391,4967944
5405,3508469,5359073,4258689,3470411,4703524,4949884
5406,3503836,5348710,4263314,3461559,4709773,4931239
5407,3503585,5337837,4265227,3454048,4717474,4912303
5408,3503961,5328373,4264137,3454048,4717474,4892100
5409,3503886,5320121,4264137,3442220,4728422,4871800
5410,3508520,5312865,4261013,3425809,4738755,4852888
5411,3508520,5302551,4256219,3414177,4748128,4833172
5412,3513930,5290271,4249875,3406324,4756124,4815745
5413,3516810,5290271,4242514,3400642,4763111,4802479
5414,3512026,5275467,4235129,3396838,4769902,4802479
5415,3507793,5258018,4230891,3387010,4774650,4790796
5416,3495444,5239404,4226339,3375305,4778759,4778480
5417,3485676,5218363,4220382,3362478,4789018,4771957
5418,3483246,5199603,4211520,3349821,4801713,4767454
5419,3479990,5182178,4200212,3349821,4801713,4762075
5420,3473302,5167932,4200212,3337774,4808454,4757060
5421,3465588,5151065,4187015,3326142,4810693,4753677
5422,3465588,5132354,4171567,3314656,4811037,4749247
5423,3463910,5114492,4154544,3305365,4811332,4747495
5424,3468769,5114492,4136190,3297976,4810323,4746132
5425,3468569,5096096,4119241,3288880,4808281,4746132
5426,3473052,5078623,4102799,3277321,4804001,4744890
5427,3479539,5061343,4087569,3265152,4799105,4742432
5428,3481293,5045399,4072774,3257958,4795611,4738829
5429,3479790,5031541,4058657,3257958,4793495,4734813
5430,3478412,5021033,4043209,3253763,4793495,4726684
5431,3473653,5017902,4043209,3253276,4791330,4715220
5432,3469245,5019795,4024903,3247252,4786238,4702977
5433,3469245,5023096,4004927,3241692,4780751,4688616
5434,3466264,5026955,3984781,3231620,4772411,4669022
5435,3465312,5026955,3965870,3222720,4766113,4650864
5436,3462607,5032755,3948145,3215136,4761118,4650864
5437,3461155,5035060,3933374,3206039,4756370,4636381
5438,3461706,5036225,3923301,3197797,4751523,4619854
5439,3456546,5038555,3915456,3190066,4744020,4607587
5440,3446652,5045156,3910032,3190066,4744020,4599530
5441,3442118,5055398,3903785,3184531,4736172,4593907
5442,3435180,5066974,3903785,3181165,4730489,4589819
5443,3428969,5080395,3896812,3178385,4726527,4591620
5444,3428969,5095393,3886787,3178068,4725593,4593226
5445,3423633,5114250,3876423,3178483,4726503,4595879
5446,3419776,5114250,3865164,3179507,4727758,4595879
5447,3414666,5128374,3849957,3179653,4730144,4599822
5448,3410483,5142813,3833395,3176629,4732998,4607489
5449,3410634,5153443,3820755,3173118,4735950,4615035
5450,3410659,5167010,3812063,3173118,4738607,4621217
5451,3411260,5181061,3807511,3172533,4738607,4625136
5452,3412537,5195234,3801675,3172094,4740453,4631464
5453,3413163,5213072,3801675,3173435,4741018,4635116
5454,3413013,5229429,3791892,3175629,4741043,4637185
5455,3413013,5239112,3781190,3178629,4739911,4639497
5456,3412086,5243068,3773417,3182189,4739025,4640300
5457,3411711,5243068,3770705,3182458,4737992,4640300
5458,3409456,5247194,3771117,3183872,4734671,4642126
5459,3407352,5247824,3771746,3182458,4730218,4644171
5460,3407403,5245980,3772473,3180678,4725912,4650134
5461,3407027,5241903,3771262,3180678,4720647,4654661
5462,3408029,5236054,3769349,3178019,4720647,4660600
5463,3413439,5231661,3767533,3176142,4715309,4668584
5464,3416896,5230521,3765402,3173898,4710855,4674985
5465,3416795,5229186,3765402,3172313,4704803,4678441
5466,3416795,5227730,3765693,3171167,4697570,4681435
5467,3419651,5226953,3768913,3168313,4688861,4681216
5468,3420753,5226953,3773853,3164778,4680176,4681216
5469,3421379,5226322,3776395,3160925,4673657,4681654
5470,3419676,5227318,3775233,3157876,4671541,4684040
5471,3418599,5229769,3770633,3156413,4671492,4686547
5472,3417747,5234622,3766928,3156413,4671492,4688104
5473,3413139,5241758,3765233,3154877,4671246,4689054
5474,3408880,5251756,3765233,3148731,4672845,4690587
5475,3406200,5261803,3768816,3137465,4676166,4690977
5476,3401015,5272045,3768816,3126808,4682341,4692973
5477,3401015,5280660,3772812,3117834,4689107,4697378
5478,3397258,5287383,3773587,3109811,4695356,4701492
5479,3396808,5287383,3771407,3101642,4701581,4701492
5480,3398887,5292552,3769543,3093424,4707805,4702392
5481,3401216,5295464,3772206,3082059,4715284,4701248
5482,3405975,5296216,3775814,3082059,4722320,4701346
5483,3409908,5294227,3779931,3070549,4722320,4699544
5484,3411811,5293207,3785887,3061160,4727462,4697865
5485,3414616,5296459,3791796,3054064,4732456,4698595
5486,3415568,5299129,3798697,3049455,4738287,4698084
5487,3416470,5302429,3798697,3045724,4745250,4698571
5488,3416470,5302866,3806348,3042041,4752114,4699252
5489,3417021,5299735,3810537,3036701,4758437,4701589
5490,3419451,5299735,3810779,3030360,4763997,4701589
5491,3422381,5296969,3808067,3025995,4769360,4703755
5492,3424134,5295391,3804701,3024240,4773518,4704705
5493,3426364,5293765,3801917,3024240,4777430,4707552
5494,3424034,5291023,3799205,3025312,4777430,4708818
5495,3422907,5288305,3796517,3027702,4781711,4708623
5496,3422481,5287407,3796517,3031019,4786213,4709499
5497,3421054,5287310,3798091,3034701,4790051,4709719
5498,3418774,5288815,3798091,3038944,4794135,4707357
5499,3418774,5289785,3799108,3043309,4796866,4706165
5500,3414566,5292455,3796130,3047894,4801713,4706165
5501,3411736,5292455,3791287,3052503,4805133,4706652
5502,3410208,5294542,3786420,3056039,4809020,4705776
5503,3405749,5295950,3780560,3059453,4812292,4704680
5504,3404246,5296508,3775015,3059453,4812292,4704997
5505,3406977,5297721,3769518,3062258,4815146,4705727
5506,3411010,5298740,3765838,3063428,4818196,4706871
5507,3414616,5298595,3763078,3064404,4819967,4709232
5508,3421054,5299954,3760560,3065160,4821247,4710935
5509,3424610,5299711,3760560,3066086,4822772,4708769
5510,3424610,5300561,3757388,3066769,4824667,4709719
5511,3421855,5300002,3755111,3067111,4825995,4709719
5512,3419651,5300002,3752472,3067257,4827791,4709962
5513,3419125,5300124,3749954,3068647,4829267,4708745
5514,3415292,5300221,3746346,3068647,4831186,4707211
5515,3408755,5300075,3741116,3071159,4831186,4706968
5516,3402568,5298255,3737847,3073743,4833893,4706871
5517,3396858,5295343,3735086,3076158,4835295,4705167
5518,3388392,5292042,3732399,3078816,4836747,4702514
5519,3382180,5289154,3729759,3080621,4837977,4699544
5520,3376970,5285805,3729759,3083010,4838764,4694141
5521,3376970,5283524,3725958,3084791,4839896,4688226
5522,3371459,5281583,3720655,3086230,4839920,4688226
5523,3364646,5279374,3715352,3086766,4840388,4682896
5524,3360163,5279374,3711890,3087741,4840462,4678198
5525,3355504,5278064,3709008,3087741,4840683,4672965
5526,3349693,5276801,3706611,3087571,4840683,4670385
5527,3341853,5275224,3705618,3088009,4841298,4667585
5528,3336418,5273525,3705207,3089814,4842454,4666003
5529,3331784,5272724,3705715,3091546,4844324,4664178
5530,3326975,5271656,3705570,3092985,4845775,4665468
5531,3323093,5270565,3705836,3094326,4847301,4668170
5532,3323093,5268574,3705836,3094789,4848703,4670652
5533,3322517,5266269,3705860,3095252,4849195,4670652
5534,3321715,5264182,3704819,3094740,4849220,4674498
5535,3320688,5264182,3704262,3094740,4848236,4679123
